coastal_ecological_area,general_location,latitude,longitude,nst_site,reg_nm,region_name,source_file,specific_location,state_name,stratum,study_name
Massachusetts Bay and Cape Cod Watershed,Massachusetts Bay,42.5401,-70.72800000000002,MB1_MB2,,Gulf of Maine,Sites_MassachusettsBay.csv,MB2,Massachusetts,MB,Massachusetts Bay
Massachusetts Bay and Cape Cod Watershed,Massachusetts Bay,42.3815,-70.7514,MB1_MB3,,Gulf of Maine,Sites_MassachusettsBay.csv,MB3,Massachusetts,MB,Massachusetts Bay
Massachusetts Bay and Cape Cod Watershed,Outfall,42.3892,-70.7766,MB1_OF,,Gulf of Maine,Sites_MassachusettsBay.csv,OF - Sediment,Massachusetts,,Massachusetts Bay
Massachusetts Bay and Cape Cod Watershed,Stellwagen Bank,42.323,-70.2724,MB1_SB1,,Gulf of Maine,Sites_MassachusettsBay.csv,SB1,Massachusetts,SB,Massachusetts Bay
Massachusetts Bay and Cape Cod Watershed,Stellwagen Bank,42.3905,-70.4011,MB1_SB2,,Gulf of Maine,Sites_MassachusettsBay.csv,SB2,Massachusetts,SB,Massachusetts Bay
Massachusetts Bay and Cape Cod Watershed,Stellwagen Bank,42.2983,-70.3062,MB1_SB3,,Gulf of Maine,Sites_MassachusettsBay.csv,SB3,Massachusetts,SB,Massachusetts Bay
Massachusetts Bay and Cape Cod Watershed,Stellwagen Bank,42.1747,-70.2799,MB1_SB4,,Gulf of Maine,Sites_MassachusettsBay.csv,SB4,Massachusetts,SB,Massachusetts Bay
Massachusetts Bay and Cape Cod Watershed,Stellwagen Bank,42.2824,-70.2595,MB1_SB5,,Gulf of Maine,Sites_MassachusettsBay.csv,SB5,Massachusetts,SB,Massachusetts Bay
Massachusetts Bay and Cape Cod Watershed,Outfall,42.345,-70.965,MB1_SOF,,Gulf of Maine,Sites_MassachusettsBay.csv,OF - Fish,Massachusetts,,Massachusetts Bay
Outer Banks,Neuse River,35.250122221999995,-77.21734444,NER_401,,Florida Keys to Cape Hatteras,Sites_NeuseRiver.csv,401,North Carolina,,Neuse River
Outer Banks,Neuse River,35.216875,-77.15131944,NER_402,,Florida Keys to Cape Hatteras,Sites_NeuseRiver.csv,402,North Carolina,,Neuse River
Outer Banks,Neuse River,35.200244444,-77.13468889,NER_403,,Florida Keys to Cape Hatteras,Sites_NeuseRiver.csv,403,North Carolina,,Neuse River
Outer Banks,Neuse River,35.20005,-77.11810556,NER_404,,Florida Keys to Cape Hatteras,Sites_NeuseRiver.csv,404,North Carolina,,Neuse River
Outer Banks,Neuse River,35.166875,-77.08493056,NER_405,,Florida Keys to Cape Hatteras,Sites_NeuseRiver.csv,405,North Carolina,,Neuse River
Outer Banks,Neuse River,35.150191667,-77.06824722,NER_406,,Florida Keys to Cape Hatteras,Sites_NeuseRiver.csv,406,North Carolina,,Neuse River
Outer Banks,Neuse River,35.083566667,-77.01801111,NER_407,,Florida Keys to Cape Hatteras,Sites_NeuseRiver.csv,407,North Carolina,,Neuse River
Outer Banks,Neuse River,35.066722221999996,-76.96811111,NER_408,,Florida Keys to Cape Hatteras,Sites_NeuseRiver.csv,408,North Carolina,,Neuse River
Outer Banks,Neuse River,35.000166666999995,-76.91794444,NER_409,,Florida Keys to Cape Hatteras,Sites_NeuseRiver.csv,409,North Carolina,,Neuse River
Outer Banks,Neuse River,35.000055556,-76.95061111,NER_410,,Florida Keys to Cape Hatteras,Sites_NeuseRiver.csv,410,North Carolina,,Neuse River
Outer Banks,Neuse River,34.966711111,-76.88476667,NER_411,,Florida Keys to Cape Hatteras,Sites_NeuseRiver.csv,411,North Carolina,,Neuse River
Outer Banks,Neuse River,34.983416667,-76.85230556,NER_412,,Florida Keys to Cape Hatteras,Sites_NeuseRiver.csv,412,North Carolina,,Neuse River
Outer Banks,Neuse River,34.966808333,-76.77014167,NER_413,,Florida Keys to Cape Hatteras,Sites_NeuseRiver.csv,413,North Carolina,,Neuse River
Outer Banks,Neuse River,34.933566667,-76.81884444,NER_414,,Florida Keys to Cape Hatteras,Sites_NeuseRiver.csv,414,North Carolina,,Neuse River
Outer Banks,Neuse River,34.933491667,-76.76960278,NER_415,,Florida Keys to Cape Hatteras,Sites_NeuseRiver.csv,415,North Carolina,,Neuse River
Outer Banks,Neuse River,34.983522222,-76.68852222,NER_416,,Florida Keys to Cape Hatteras,Sites_NeuseRiver.csv,416,North Carolina,,Neuse River
Outer Banks,Neuse River,35.016825,-76.59043611,NER_417,,Florida Keys to Cape Hatteras,Sites_NeuseRiver.csv,417,North Carolina,,Neuse River
Outer Banks,Neuse River,35.10005,-76.54255,NER_418,,Florida Keys to Cape Hatteras,Sites_NeuseRiver.csv,418,North Carolina,,Neuse River
Outer Banks,Neuse River,35.050027778,-76.49252778,NER_419,,Florida Keys to Cape Hatteras,Sites_NeuseRiver.csv,419,North Carolina,,Neuse River
Outer Banks,Neuse River,35.000183333,-76.55740556,NER_420,,Florida Keys to Cape Hatteras,Sites_NeuseRiver.csv,420,North Carolina,,Neuse River
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.78933,-74.14617,NEB_01,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Passaic River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.77133,-74.15467,NEB_02,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Passaic River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.75467,-74.16516999999997,NEB_03,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Passaic River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.7345,-74.156,NEB_04,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Passaic River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.73633,-74.145,NEB_05,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Passaic River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.73933,-74.14267,NEB_06,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Passaic River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.74183,-74.13316999999998,NEB_07a,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Passaic River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.7415,-74.13517,NEB_07b,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Passaic River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.74083,-74.13833000000002,NEB_07c,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Passaic River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.742,-74.1235,NEB_08a,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Passaic River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.74183,-74.1265,NEB_08b,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Passaic River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.738,-74.1175,NEB_09,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Passaic River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.72533,-74.11933,NEB_10,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Passaic River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.72217,-74.1205,NEB_11,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Passaic River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.79717,-74.07167,NEB_12,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Hackensack River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.79367,-74.077,NEB_13,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Hackensack River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.791,-74.079,NEB_14,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Hackensack River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.78283,-74.0855,NEB_15,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Hackensack River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.77133,-74.08833,NEB_16,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Hackensack River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.74917,-74.08583,NEB_17,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Hackensack River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.726,-74.09917,NEB_18,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Hackensack River,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.71767,-74.10533000000002,NEB_19,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.7095,-74.10833000000002,NEB_20,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.708,-74.118,NEB_21,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.70467,-74.118,NEB_22,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.70617,-74.1195,NEB_23,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.70283,-74.118,NEB_24,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.70217,-74.1185,NEB_25,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.69317,-74.1215,NEB_26,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.69067,-74.12283000000002,NEB_27,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.715,-74.15233,NEB_28,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.69683,-74.14667,NEB_29,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.69417,-74.13883,NEB_30,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.68533,-74.13167,NEB_31,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.68783,-74.15883000000002,NEB_32,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.688,-74.13833000000002,NEB_33,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.684,-74.13316999999998,NEB_34,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.68167,-74.13467,NEB_35,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.67783,-74.13566999999998,NEB_36,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.68383,-74.15267,NEB_37,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.6775,-74.13933,NEB_38,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.6735,-74.1375,NEB_39,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.67333,-74.13866999999998,NEB_40,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.66617,-74.14283,NEB_41,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.65833,-74.146,NEB_42,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.65917,-74.15616999999997,NEB_44,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Newark Bay,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.617,-74.20283,NEB_46,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Arthur Kill,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.61783,-74.20267,NEB_47,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Arthur Kill,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.64067,-74.19333,NEB_48,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Arthur Kill,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.64483,-74.18666999999998,NEB_49,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Arthur Kill,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.64383,-74.16816999999998,NEB_50,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Kill van Kull,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.6495,-74.16317,NEB_51,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Kill van Kull,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.64267,-74.15366999999998,NEB_52,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Kill van Kull,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.64267,-74.12,NEB_54,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Kill van Kull,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.64267,-74.15117,NEB_55,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Kill van Kull,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.64267,-74.14817,NEB_56,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Kill van Kull,New York,,Newark Bay
"Hudson River, Raritan Bay and Southern Long Island",Newark Bay,40.64467,-74.15433,NEB_57,,Delaware Bay to Gulf of Maine,Sites_NewarkBay.csv,Upper New York Harbor,New York,,Newark Bay
Savannah River to St Mary's River,Upper Savannah River,32.2143,-81.1492,SAR_A1-1,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,A1-1,Georgia,(US)A1,Savannah River
Savannah River to St Mary's River,Upper Savannah River,32.209,-81.15,SAR_A1-2,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,A1-2,Georgia,(US)A1,Savannah River
Savannah River to St Mary's River,Upper Savannah River,32.1992,-81.1553,SAR_A1-3,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,A1-3,Georgia,(US)A1,Savannah River
Savannah River to St Mary's River,Upper Savannah River,32.1853,-81.1565,SAR_A2-2,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,A2-2,Georgia,(US)A2,Savannah River
Savannah River to St Mary's River,Upper Savannah River,32.1795,-81.1548,SAR_A2-3,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,A2-3,Georgia,(US)A2,Savannah River
Savannah River to St Mary's River,Upper Savannah River,32.1885,-81.1517,SAR_A2-4,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,A2-4,Georgia,(US)A2,Savannah River
Savannah River to St Mary's River,Port Wentworth,32.1528,-81.1493,SAR_B1-1,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B1-1,Georgia,(US)B1,Savannah River
Savannah River to St Mary's River,Port Wentworth,32.1578,-81.1537,SAR_B1-2,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B1-2,Georgia,(US)B1,Savannah River
Savannah River to St Mary's River,Port Wentworth,32.152,-81.146,SAR_B1-5,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B1-5,Georgia,(US)B1,Savannah River
Savannah River to St Mary's River,Whiteball Channel,32.1385,-81.1418,SAR_B2-1,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B2-1,Georgia,(US)B2,Savannah River
Savannah River to St Mary's River,Whiteball Channel,32.1402,-81.1412,SAR_B2-3,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B2-3,Georgia,(US)B2,Savannah River
Savannah River to St Mary's River,Whiteball Channel,32.1442,-81.1417,SAR_B2-4,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B2-4,Georgia,(US)B2,Savannah River
Savannah River to St Mary's River,Kings Island Channel,32.1155,-81.1275,SAR_B3-3,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B3-3,Georgia,(US)B3,Savannah River
Savannah River to St Mary's River,Kings Island Channel,32.116,-81.1273,SAR_B3-5,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B3-5,Georgia,(US)B3,Savannah River
Savannah River to St Mary's River,Kings Island Channel,32.1095,-81.123,SAR_B3-6,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B3-6,Georgia,(US)B3,Savannah River
Savannah River to St Mary's River,Marsh Island Channel,32.095,-81.1058,SAR_B4-4,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B4-4,Georgia,(US)B4,Savannah River
Savannah River to St Mary's River,Marsh Island Channel,32.104,-81.1163,SAR_B4-5,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B4-5,Georgia,(US)B4,Savannah River
Savannah River to St Mary's River,Marsh Island Channel,32.1058,-81.1198,SAR_B4-6,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B4-6,Georgia,(US)B4,Savannah River
Savannah River to St Mary's River,Savannah River- Suspension Bridge,32.0867,-81.097,SAR_B5-1,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B5-1,Georgia,(US)B5,Savannah River
Savannah River to St Mary's River,Savannah River- Suspension Bridge,32.0903,-81.1018,SAR_B5-2,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B5-2,Georgia,(US)B5,Savannah River
Savannah River to St Mary's River,Savannah River- Suspension Bridge,32.093,-81.1027,SAR_B5-3,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B5-3,Georgia,(US)B5,Savannah River
Savannah River to St Mary's River,Savannah River- Front Channel,32.0798,-81.0697,SAR_B6-1,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B6-1,Georgia,(US)B6,Savannah River
Savannah River to St Mary's River,Savannah River- Front Channel,32.0808,-81.0827,SAR_B6-2,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B6-2,Georgia,(US)B6,Savannah River
Savannah River to St Mary's River,Savannah River- Front Channel,32.079,-81.07300000000002,SAR_B6-3,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B6-3,Georgia,(US)B6,Savannah River
Savannah River to St Mary's River,Savannah River- Wrecks Channel,32.08,-81.0618,SAR_B7-1,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B7-1,Georgia,(US)B7,Savannah River
Savannah River to St Mary's River,Savannah River- Wrecks Channel,32.081,-81.048,SAR_B7-2,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B7-2,Georgia,(US)B7,Savannah River
Savannah River to St Mary's River,Savannah River- Wrecks Channel,32.0803,-81.0597,SAR_B7-3,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B7-3,Georgia,(US)B7,Savannah River
Savannah River to St Mary's River,Kings Island Turning Basin,32.1333,-81.1368,SAR_B8-1,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B8-1,Georgia,(US)B8,Savannah River
Savannah River to St Mary's River,Kings Island Turning Basin,32.135,-81.1387,SAR_B8-2,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B8-2,Georgia,(US)B8,Savannah River
Savannah River to St Mary's River,Kings Island Turning Basin,32.1362,-81.1403,SAR_B8-3,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B8-3,Georgia,(US)B8,Savannah River
Savannah River to St Mary's River,Marsh Island Turning Basin,32.1125,-81.123,SAR_B9-1,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B9-1,Georgia,(US)B9,Savannah River
Savannah River to St Mary's River,Marsh Island Turning Basin,32.1137,-81.1238,SAR_B9-2,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B9-2,Georgia,(US)B9,Savannah River
Savannah River to St Mary's River,Marsh Island Turning Basin,32.1115,-81.1222,SAR_B9-3,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,B9-3,Georgia,(US)B9,Savannah River
Savannah River to St Mary's River,Back River,32.0962,-81.0705,SAR_C1,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,C1,South Carolina,(S)C,Savannah River
Savannah River to St Mary's River,Back River,32.0898,-81.0598,SAR_C2,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,C2,South Carolina,(S)C,Savannah River
Savannah River to St Mary's River,Back River,32.0907,-81.0678,SAR_C3,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,C3,Georgia,(S)C,Savannah River
Savannah River to St Mary's River,Savannah River- Lower Channel,32.0815,-81.0385,"SAR_D1,1-1",,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,"D1,1-1",Georgia,S(D1),Savannah River
Savannah River to St Mary's River,Savannah River- Lower Channel,32.0895,-81.0272,"SAR_D1,2-2",,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,"D1,2-2",South Carolina,S(D1),Savannah River
Savannah River to St Mary's River,Savannah River- Lower Channel,32.0985,-81.005,"SAR_D1,3-1",,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,"D1,3-1",Georgia,S(D1),Savannah River
Savannah River to St Mary's River,Savannah River- Lower Channel,32.0747,-80.9805,"SAR_D2,1-1",,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,"D2,1-1",Georgia,S(D2),Savannah River
Savannah River to St Mary's River,Savannah River- Lower Channel,32.0765,-80.9753,"SAR_D2,2-2",,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,"D2,2-2",South Carolina,S(D2),Savannah River
Savannah River to St Mary's River,Savannah River- Lower Channel,32.062,-80.95,"SAR_D2,3-1",,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,"D2,3-1",Georgia,S(D2),Savannah River
Savannah River to St Mary's River,Savannah River- Lower Channel,32.0515,-80.9407,"SAR_D3,1-4",,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,"D3,1-4",Georgia,S(D3),Savannah River
Savannah River to St Mary's River,Savannah River- Lower Channel,32.0418,-80.922,"SAR_D3,2-1",,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,"D3,2-1",South Carolina,S(D3),Savannah River
Savannah River to St Mary's River,Savannah River- Lower Channel,32.0353,-80.916,"SAR_D3,3-2",,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,"D3,3-2",Georgia,S(D3),Savannah River
Savannah River to St Mary's River,Savannah River - South Channel,32.089,-81.0133,"SAR_E1,2-1",,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,"E1,2-1",Georgia,S(E1),Savannah River
Savannah River to St Mary's River,Savannah River - South Channel,32.0793,-80.999,"SAR_E1,3-1",,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,"E1,3-1",Georgia,S(E1),Savannah River
Savannah River to St Mary's River,Savannah River - South Channel,32.0643,-80.9692,SAR_E1-1,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,E1-1,Georgia,S(E1),Savannah River
Savannah River to St Mary's River,Savannah River - South Channel,32.0623,-80.9648,SAR_E2-1,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,E2-1,Georgia,S(E2),Savannah River
Savannah River to St Mary's River,Savannah River - South Channel,32.0398,-80.9407,SAR_E2-2,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,E2-2,Georgia,S(E2),Savannah River
Savannah River to St Mary's River,Savannah River - South Channel,32.0313,-80.92399999999998,SAR_E2-3,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,E2-3,Georgia,S(E2),Savannah River
Savannah River to St Mary's River,Savannah River - South Channel,32.0208,-80.8957,SAR_E3-2,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,E3-2,Georgia,S(E3),Savannah River
Savannah River to St Mary's River,Savannah River - South Channel,32.0262,-80.9015,SAR_E3-5,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,E3-5,Georgia,S(E3),Savannah River
Savannah River to St Mary's River,Savannah River - South Channel,32.0188,-80.8863,SAR_E3-9,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,E3-9,Georgia,S(E3),Savannah River
Savannah River to St Mary's River,Finger Canal,32.1133,-81.1293,SAR_F1,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,F1,Georgia,(US)F,Savannah River
Savannah River to St Mary's River,Finger Canal,32.1123,-81.1297,SAR_F2,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,F2,Georgia,(US)F,Savannah River
Savannah River to St Mary's River,Savannah River- Ocean Terminal,32.0918,-81.1047,SAR_G1,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,G1,Georgia,(US)G,Savannah River
Savannah River to St Mary's River,Savannah River- Ocean Terminal,32.0917,-81.1042,SAR_G2,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,G2,Georgia,(US)G,Savannah River
Savannah River to St Mary's River,Savannah River- Stevens Terminal,32.0875,-81.0895,SAR_H1,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,H1,Georgia,(US)H,Savannah River
Savannah River to St Mary's River,Savannah River- Stevens Terminal,32.0837,-81.089,SAR_H2,,Florida Keys to Cape Hatteras,Sites_SavannahRiver.csv,H2,Georgia,(US)H,Savannah River
